ID,genus,species,genus_species,dewlap_known,dewlap_group,country,state,locality,latitude,longitude,georeference_status,georeference_source
PRMS588,Anolis,fuscoauratus,Anolis_fuscoauratus,2,Y,Brazil,AC,Rio_Branco_Parque_Zoobotanico,-9.9561,-67.8725,Accurate_from_collector,Ivan_Prates
PRMS589,Anolis,fuscoauratus,Anolis_fuscoauratus,2,Y,Brazil,AC,Rio_Branco_Parque_Zoobotanico,-9.9561,-67.8725,Accurate_from_collector,Ivan_Prates
PRMS590,Anolis,fuscoauratus,Anolis_fuscoauratus,2,Y,Brazil,AC,Rio_Branco_Parque_Zoobotanico,-9.9561,-67.8725,Accurate_from_collector,Ivan_Prates
PRMS700,Anolis,fuscoauratus,Anolis_fuscoauratus,2,Y,Brazil,AC,Rio_Branco_Parque_Zoobotanico,-9.9561,-67.8725,Approximate_from_collector,Ivan_Prates
PRMS734,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Mancio_Lima_Estrada_do_Lixao,-7.6813,-72.9688,Accurate_from_collector,Ivan_Prates
PRMS751,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Mancio_Lima_Estrada_do_Lixao,-7.6813,-72.9688,Approximate_from_collector,Ivan_Prates
PRMS766,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Cruzeiro_do_Sul_Vila_de_Sao_Pedro,-7.7014,-72.7413,Accurate_from_collector,Ivan_Prates
PRMS767,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Cruzeiro_do_Sul_Vila_de_Sao_Pedro,-7.7014,-72.7413,Accurate_from_collector,Ivan_Prates
PRMS768,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Cruzeiro_do_Sul_Vila_de_Sao_Pedro,-7.7014,-72.7413,Accurate_from_collector,Ivan_Prates
PRMS769,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Cruzeiro_do_Sul_Vila_de_Sao_Pedro,-7.7014,-72.7413,Accurate_from_collector,Ivan_Prates
PRMS795,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Mancio_Lima_Estrada_BR307_limite_Acre_Amazonas,-7.3857,-73.0627,Accurate_from_collector,Ivan_Prates
PRMS796,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Mancio_Lima_Estrada_BR307_limite_Acre_Amazonas,-7.3857,-73.0627,Accurate_from_collector,Ivan_Prates
PRMS799,Anolis,fuscoauratus,Anolis_fuscoauratus,2,G,Brazil,AC,Mancio_Lima_Estrada_BR307_limite_Acre_Amazonas,-7.3857,-73.0627,Accurate_from_collector,Ivan_Prates
PRMS845,Anolis,fuscoauratus,Anolis_fuscoauratus,2,P,Brazil,AC,Cruzeiro_do_Sul_Programa_de_Assentamento_Dirigido_Santa_Luzia,-7.8639,-72.417,Approximate_from_collector,Ivan_Prates
PRMS852,Anolis,fuscoauratus,Anolis_fuscoauratus,2,P,Brazil,AC,Cruzeiro_do_Sul_Programa_de_Assentamento_Dirigido_Santa_Luzia,-7.8639,-72.417,Approximate_from_collector,Ivan_Prates
PRMS859,Anolis,fuscoauratus,Anolis_fuscoauratus,2,P,Brazil,AC,Cruzeiro_do_Sul_Programa_de_Assentamento_Dirigido_Santa_Luzia,-7.8639,-72.417,Accurate_from_collector,Ivan_Prates
PRMS860,Anolis,fuscoauratus,Anolis_fuscoauratus,2,P,Brazil,AC,Cruzeiro_do_Sul_Programa_de_Assentamento_Dirigido_Santa_Luzia,-7.8639,-72.417,Accurate_from_collector,Ivan_Prates
RF23,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,AM,Silves,-2.8308,-58.2154,Accurate_from_collector,Miguel_Trefaut_Rodrigues
RF73,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,AM,Itapiranga,-2.7434,-58.1763,Accurate_from_collector,Miguel_Trefaut_Rodrigues
SMS473,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,PA,Itaituba_FLONA_do_Trairao_Ramal_do_80,-4.5251,-55.2401,Accurate_from_collector,Sergio_Marques_de_Souza
SMS608,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,AM,Sao_Sebastiao_dos_Bargas,-3.7894,-59.034,Accurate_from_collector,Sergio_Marques_de_Souza
SMS941,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,RR,Iracema_Serra_do_Apiau,2.4334,-61.4138,Accurate_from_collector,Miguel_Trefaut_Rodrigues
SMS963,Anolis,fuscoauratus,Anolis_fuscoauratus,1,U,Brazil,RR,Iracema_Serra_do_Apiau,2.4334,-61.4138,Approximate_from_collector,Miguel_Trefaut_Rodrigues
